Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
295,Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,EWS,374,369
296,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,G1,OPEN,604,570
297,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,SC,404,344
298,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,SC,401,401
299,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,OPEN,654,573
300,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G1,EWS,332,324
301,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,SC,445,380
302,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,EWS,444,340
303,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,OBC-NCL,571,539
304,Round 1,National Institute of Technology Uttarakhand,Energy Systems and Technology,G1,SC,261,261
305,Round 1,National Institute of Technology Uttarakhand,Power Electronics & Electric Vehicle,G1,SC,291,291
306,Round 1,"National Institute of Technology, Warangal",Materials and Manufacturing,G2,SC,243,243
307,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,EWS,474,450
308,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,ST,332,314
309,Round 1,"National Institute of Technology, Warangal",Control & Automation,G2,OBC-NCL,345,345
310,Round 1,"National Institute of Technology, Warangal",Control & Automation,G3,EWS,479,479
311,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,OPEN,708,511
312,Round 1,"National Institute of Technology, Warangal",Geoinformatics,G1,ST,291,291
313,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,OPEN,526,470
314,Round 1,"National Institute of Technology, Warangal",Sustainable Energy Generation and Storage Technologies,G1,SC,310,294
315,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Geotechnical Engineering,G1,OPEN,363,352
316,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,SC,366,253
317,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,SC,539,510
318,Round 1,National Institute of Technology Andhra Pradesh,Power Electronics and Drives,G1,SC,319,319
319,Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,G1,EWS,396,396
320,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",RF and Photonics,G1,OBC-NCL,338,323
321,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering and Management,G1,OBC-NCL,335,324
322,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geotechnical Engineering,G1,OBC-NCL,318,317
323,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Materials Science and Engineering,G1,SC,318,280
324,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,G1,EWS,459,456
325,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,ST,280,276
326,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Computer Science and Engineering,G1,OBC-NCL,595,555
327,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,OPEN,600,534
328,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,G1,EWS,466,466
329,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,G1,EWS,416,405
330,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,G1,SC,303,303
331,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,G1,EWS,639,631
332,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,G1,SC,456,423
333,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group,G1,OBC-NCL,531,531
334,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,G1,SC,355,330
335,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,SC,320,303
336,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,G1,ST,268,264
337,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Mechatronics,G1,OBC-NCL,387,360
338,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,OPEN,432,381
339,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,G1,SC,295,295
340,Round 1,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,G1,ST,315,306
341,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,OBC-NCL,434,397
342,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,G1,OBC-NCL,402,367
343,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,G1,OPEN,443,410
344,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering (Cyber Security),G1,SC,357,357
345,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,G1,EWS,385,385
346,Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,G1,ST,264,264
347,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Cyber Physical System,G1,ST,252,252
348,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,G2,SC,360,327
349,Round 1,Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,G1,SC,264,256
350,Round 1,University of Hyderabad,Computer Science,G1,OPEN,718,499
351,Round 1,"Punjab Engineering College, Chandigarh",Aerospace Engineering,G1,OPEN,462,351
352,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,G1,SC,325,253
353,Round 1,"Punjab Engineering College, Chandigarh",Electrical Engineering,G1,OPEN,358,358
354,Round 1,Central University of Rajasthan,Sustainable Architecture,G1,ST,164,164
355,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,ST,288,283
356,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G3,OPEN,384,384
357,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,SC,291,291
358,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G3,SC,286,279
359,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,OPEN,739,694
360,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,SC,389,385
361,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G2,OPEN,518,518
362,Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,G1,OPEN,451,400
363,Round 1,"National Institute of Technology, Rourkela",Water Resources Engineering,G1,OPEN,430,382
364,Round 1,"National Institute of Technology, Silchar",Power Electronics and Drives,G1,SC,299,299
365,Round 1,"National Institute of Technology, Silchar",Material & Manufacturing Technology,G1,OPEN,363,354
366,Round 1,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,G1,OPEN,413,360
367,Round 1,"National Institute of Technology, Silchar",Data Science & Engineering,G1,ST,315,315
368,Round 1,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,ST,375,339
369,Round 1,"National Institute of Technology, Srinagar",Thermal Engineering,G1,OPEN,368,354
370,Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,OPEN,807,749
371,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OBC-NCL,465,434
372,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OBC-NCL,479,479
373,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,ST,334,266
374,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,ST,382,362
375,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,SC,466,397
376,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,ST,279,265
377,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OBC-NCL,690,670
378,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,SC,264,264
379,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,OPEN,584,518
380,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,EWS,340,335
381,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,SC,267,259
382,Round 1,"National Institute of Technology, Warangal",Environmental Engineering,G1,OPEN,590,429
383,Round 1,"National Institute of Technology, Warangal",VLSI Systems Design,G1,OBC-NCL,659,647
384,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",CAD-CAM,G1,EWS,349,314
385,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,ST,279,279
386,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,ST,377,331
387,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,G1,OBC-NCL,618,592
388,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,OBC-NCL,351,331
389,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,OPEN,511,380
390,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,OBC-NCL,378,362
391,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Turbo Machines,G1,OBC-NCL,359,335
392,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,ST,334,315
393,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,G1,OPEN,441,374
394,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,OPEN,491,448
395,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,G1,OPEN,449,416
396,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,G1,ST,272,264
397,Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,G1,SC,303,257
398,Round 1,National Institute of Technology Andhra Pradesh,Materials Technology,G1,SC,207,207
399,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",RF and Photonics,G1,EWS,338,338
400,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",RF and Photonics,G1,SC,280,252
401,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,G1,OBC-NCL,342,324
402,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Heat Power Engineering,G1,OBC-NCL,342,321
403,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,G1,SC,354,330
404,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,G1,ST,291,275
405,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OPEN,528,453
406,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,G1,OPEN,616,526
407,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,OBC-NCL,665,635
408,Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,G1,OBC-NCL,420,385
409,Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,G1,ST,256,256
410,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Machine Learning in Materials Engineering,G1,SC,272,271
411,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geotechnical Engineering,G1,OPEN,408,408
412,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Materials Science and Engineering,G1,OPEN,441,350
413,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Machine Design,G1,OBC-NCL,334,309
414,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",G1,SC,275,275
415,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),G1,SC,367,297
416,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,ST,280,276
417,Round 1,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,OBC-NCL,664,632
